,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,Country,Country coordinates,Location_Status
92,92,06/08/1924,1924,,"Barranquilla, Colombia",SCADTA,Barranquilla - Bogota,Junkers F-13,Junkers,A16,684,5.0,3.0,2.0,5,3.0,2.0,0.0,Stalled after taking off and crashed into houses..,"(10.987333, -74.784913)",10.987333,-74.784913,Colombia,Colombia,correct location
93,93,08/01/1924,1924,,United States,US Aerial Mail Service,,De Havilland DH-4,deHavilland,297,,1.0,0.0,1.0,1,0.0,1.0,0.0,"The pliot made a low pass in honor of another pilot who had died, stalled and cashed.","(39.71614, -96.999246)",39.71614,-96.999246,United States,United States,correct location
94,94,11/06/1924,1924,,"Cabrerolles, France",Grands Express Aeriens,,Breguet 14,Breguet,F-AFBD,,1.0,0.0,1.0,1,0.0,1.0,0.0,"While en route the pilot encountered thunderstorms, lost control and crashed.","(43.54418, 3.12534)",43.54418,3.12534,France,France,correct location
95,95,12/21/1924,1924,,"Goshen, Indiana",US Aerial Mail Service,,De Havilland DH-4,deHavilland,311,,1.0,0.0,1.0,1,0.0,1.0,0.0,"Lost in a snowstorm, the pilot decided to bail out of the plane but was killed.","(41.560219, -85.817668)",41.560219,-85.817668,United States,United States,correct location
96,96,12/24/1924,1924,12:00,"Purley, England",Imperial Airways,London - Paris,de Havilland DH-34B,deHavilland,G-EBBX,36,8.0,7.0,1.0,8,7.0,1.0,0.0,"Shortly after taking off, witnesses observed a puff of white smoke after which the plane nose-dived into the ground. Crashed due to an unknown mechanical failure and subsiquent stall. Captain Stewart and seven passengers were killed in an attempted forced landing.","(33.09123, -95.26217)",33.09123,-95.26217,United Kingdom,United States,not correct location
97,97,03/22/1925,1925,,"Tiflis, Georgia, USSR",Zakavia,Tiflis - Suchumi,Junkers F-13,Junkers,R-RECA,590,5.0,3.0,2.0,5,3.0,2.0,0.0,Shortly after take off the plane went out of control and crashed in flames.,"(41.69411, 44.83368)",41.69411,44.83368,USSR,Georgia,not correct location
98,98,04/25/1925,1925,,"Alicante, Spain",Grands Express Aeriens,Alicante - Barcelona - Toulouse,Breguet 14,Breguet,F-AFBB,202,3.0,1.0,2.0,3,1.0,2.0,0.0,"Shortly after takeoff, while flying at a low altitude, in poor visibility, the, aircraft hit a lightning rod, stalled and crashed.","(38.360892, -0.486281)",38.360892,-0.486281,Spain,Spain,correct location
100,100,06/26/1925,1925,,"Alicante, Spain",Grands Express Aeriens,Oran - Alicante,Lior̩-et-Olivier LeO H-13,Liore et Olivier,F-FREM,,2.0,0.0,2.0,2,0.0,2.0,0.0,While attempting to land the seaplane hit a lightning mast and crashed.,"(38.360892, -0.486281)",38.360892,-0.486281,Spain,Spain,correct location
101,101,07/20/1925,1925,,"Rosas, Spain",Lignes Aeriennes Latecoere,Toulouse - Barcelona,Breguet 14,Breguet,F-AFBI,209,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed in unknown circumstance.,"(42.257622, 3.181523)",42.257622,3.181523,Spain,Spain,correct location
102,102,07/24/1925,1925,,"Budapest, Hungary",CIDNA,,Potez IX,Other,,,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed while attempting to land 10 km from the airport,"(47.516581, 19.092281)",47.516581,19.092281,Hungary,Hungary,correct location
103,103,09/03/1925,1925,05:30,"Caldwell, Ohio",Military - U.S. Navy,"Lakehurst, NJ - S.t Louis, MO",Dirigible ZR-1 Shenandoah (airship),Other,ZR-1,,43.0,,,14,,,0.0,"The Shenandoah was flying over Southern Ohio when she abruptly encountered violent atmospheric conditions (thunderstorms). Powerful air currents buffeted her so severely that her crew was unable to maintain control. Rising rapidly above her pressure height, then falling and rising again, her hull structure was overstressed amidships, breaking the airship in two. Shenandoah's external control car and two engine cars fell free, carrying the dirigible's commanding officer and several other men to their deaths. The stern section came down nearby, while several men were able to fly the bow section to ground as a free balloon.","(43.6591, -116.680967)",43.6591,-116.680967,United States,United States,correct location
104,105,10/01/1925,1925,,"Mt. Nittany, Ohio",US Aerial Mail Service,New York - San Francisco,De Havilland DH-4,deHavilland,385,,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed into a wooded area on Mt. Nittany in fog and low visibility.,"(33.91667, 35.66667)",33.91667,35.66667,United States,Lebanon,not correct location
105,106,11/14/1925,1925,,"Nouadhibou, Mauritania",Lignes Aeriennes Latecoere,,Breguet 14,Breguet,F-AEGZ,168,1.0,0.0,1.0,1,0.0,1.0,0.0,The pilot suffered sunstroke lost control of the plane and crashed.,"(20.93098, -17.03465)",20.93098,-17.03465,Mauritania,Mauritania,correct location
106,107,11/14/1925,1925,,"Boulogne-sur-Mer, France",Air Union,,Farman F-60 Goliath,Farman,F-AMFY,,2.0,,,2,,,0.0,,"(50.725223, 1.609123)",50.725223,1.609123,France,France,correct location
107,108,02/12/1926,1926,,"Montpelier, Ohio",US Aerial Mail Service,,Curtiss Carrier Pigeon,Curtiss,602,,1.0,0.0,1.0,1,0.0,1.0,0.0,"While the mail plane was flying at a low altitude, the  aircraft hit trees and crashed in a wooded area.","(44.263716, -72.57541)",44.263716,-72.57541,United States,United States,correct location
108,109,03/08/1926,1926,,"Staaken, Germany",Deutche Lufthansa,,Junkers F-13,Junkers,D-290 D-290,665,1.0,0.0,1.0,1,0.0,1.0,0.0,While in a training filight the aircraft stalled and crashed while attempting to land.,"(52.532582, 13.142145)",52.532582,13.142145,Germany,Germany,correct location
109,110,05/31/1926,1926,,English Channel,Air Union,Paris - Cryodon,Breguet 14,Breguet,F-ADAI,1908,1.0,0.0,1.0,1,0.0,1.0,0.0,The mail plane crashed into the English Channel and was never found.,"(26.206054, 84.158442)",26.206054,84.158442,English Channel,India,not correct location
111,112,07/09/1926,1926,09:30,"Wolvertem, Belgium",KLM Royal Dutch Airlines,Amsterdam - Rotterdam - Brussels - Paris,Fokker F7,Fokker,H-NACC,4759,2.0,1.0,1.0,2,1.0,1.0,0.0,Crashed into the ground while descending in poor weather.,"(50.953922, 4.311837)",50.953922,4.311837,Belgium,Belgium,correct location
112,113,07/24/1926,1926,,"Juist, Germany",Deutsche Lufthansa,,Junkers F-13,Junkers,D-272,660,5.0,4.0,1.0,5,4.0,1.0,0.0,Crashed under weather related.circumstances.,"(53.675246, 6.994918)",53.675246,6.994918,Germany,Germany,correct location
113,114,08/18/1926,1926,,"Hurst, Kent, England",Air Union,"Lebourget, France - Croydon, England",Bleriot 155,Bleriot,F-AIEB,2,15.0,13.0,2.0,3,2.0,1.0,0.0,The plane made a forced landing at Romney Marsh  in heavy fog.  Engine failure. The pilot initally survived but died a day later.,"(32.822258, -97.181349)",32.822258,-97.181349,United Kingdom,United States,not correct location
114,115,09/26/1926,1926,,"New York, New York",,New York - Paris,Sikorsky S-25,Sikorsky,,,5.0,4.0,1.0,2,2.0,0.0,0.0,Too much weight caused the landing gear to collapse as the plane took off for Paris on the first trans-Atlantic passenger flight.,"(40.68295, -73.9708)",40.68295,-73.9708,United States,United States,correct location
115,116,10/02/1926,1926,15:27,"Leigh, Kent, Unied Kingdom",Air Union,Paris - London,Bleriot 155,Bleriot,F- AICQ,1,7.0,5.0,2.0,7,5.0,2.0,0.0,"After an engine fire, the pilot attempts to make an emergency landing at Penshurst Airfield but crashed..","(53.49518, -2.517835)",53.49518,-2.517835,Unied Kingdom,United Kingdom,not correct location
116,117,10/08/1926,1926,,"Bueren, Germany",Deutsche Lufthansa,,Fokker FG III,Fokker,D-468,1554,4.0,3.0,1.0,4,3.0,1.0,0.0,Weather related.,"(51.550449, 8.559135)",51.550449,8.559135,Germany,Germany,correct location
117,118,10/21/1926,1926,13:15,English Channel,Imperial Airways,Croydon - Paris,Handley Page W-10,Handley Page,G-EBMS,W10/3,12.0,10.0,2.0,0,0.0,0.0,0.0,"The plane was on a flight from London to Paris when power was lost to the starboard engine. The aircraft began to lose altitude until it eventually ditched into the sea about 18 miles from the English coast. The plane stayed afloat long enough for the fishing boat Invicta, piloted by Captain Marshall, to rescue all aboard. The plane was named Prince Henry.","(26.206054, 84.158442)",26.206054,84.158442,English Channel,India,not correct location
118,119,11/11/1926,1926,08:00,"Cape Bojador, Morocco",Grands Express Aeriens,Casablanca -Dakar,Breguet 14,Breguet,F-AFAX,198,3.0,3.0,0.0,3,3.0,0.0,0.0,"While en route and cruising along the shore, the mail plane's engine failed. The crew made an emergency landing on a beach near Cape Bojador. After the landing, crew was attacked by Maures tribesmen and killed while the aircraft was set on fire and destroyed.","(26.12398, -14.48622)",26.12398,-14.48622,Morocco,Morocco,correct location
119,120,12/16/1926,1926,,"Medford, Oregon",Pacific Air Transport,,Ryan M-1,Other,2,,1.0,0.0,1.0,1,0.0,1.0,0.0,The postal plane crashed into a mountain slope in foggy conditions.,"(42.338167, -122.852301)",42.338167,-122.852301,United States,United States,correct location
120,121,01/12/1927,1927,,"Estaires, France",Fokker,Delivery flight,Fokker F-VII,Fokker,G-EBPL,4938,0.0,0.0,2.0,0,0.0,2.0,0.0,The flight crew encountered poor weather conditions and made an emergency landing. The aircraft landed in a field badly damaged and written off.,"(50.647393, 2.717491)",50.647393,2.717491,France,France,correct location
121,122,03/20/1927,1927,,"Rabat, Morocco",Grands Express Aeriens,Casablanca - Oran,Breguet 14,Breguet,F-ALRA,,1.0,0.0,1.0,1,0.0,1.0,0.0,Unknown.,"(33.970785, -6.842736)",33.970785,-6.842736,Morocco,Morocco,correct location
122,123,03/24/1927,1927,,"Tambo, Qld, Australia",Qantas,Charleville - Tambo - Blackall,de Havilland DH-9C,deHavilland,G-AUED,86,3.0,2.0,1.0,3,2.0,1.0,0.0,"While attempting to land, the engine failed, the aircraft stalled and crashed.","(1.41814, -77.39678)",1.41814,-77.39678,Australia,Colombia,not correct location
123,124,04/15/1927,1927,,"King Hill, Idaho",Varney Air Lines,,Swallow Swallow,Other,,A28,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed after an unsuccessful attempt at fly into strong headwinds. The engine quit and the plane nosedived into the ground.,"(43.00407, -115.20396)",43.00407,-115.20396,United States,United States,correct location
124,125,04/22/1927,1927,,"Floh, Germany",Deutsche Lufthansa,Charleville - Tambo - Blackall,Fokker FG III,Fokker,D-729,1567,2.0,1.0,1.0,2,1.0,1.0,0.0,Crashed following engine failure.,"(50.75461, 10.48275)",50.75461,10.48275,Germany,Germany,correct location
125,126,04/22/1927,1927,,"Goshen, Indiana",US Aerial Mail Service,,Douglas M-4,Douglas,626,,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed into a field during a snow storm.,"(41.560219, -85.817668)",41.560219,-85.817668,United States,United States,correct location
126,127,05/02/1927,1927,,"Algiers, Algeria",Air Union,,SPCA Meteore 63,Other,F-AIFN,,3.0,0.0,3.0,1,0.0,1.0,0.0,The three engine seaplane stalled and crashed into the sea shortly after taking off.,"(36.74395, 3.083627)",36.74395,3.083627,Algeria,Algeria,correct location
127,128,07/27/1927,1927,,"Amoneburg, Germany",Deutsche Lufthansa,Kassel - Frankfurt,Junkers F-13,Junkers,D-206,591,5.0,3.0,2.0,5,3.0,2.0,0.0,Crashed after experiencing engine failure and attempting to make a forced landing.,"(50.795077, 8.927639)",50.795077,8.927639,Germany,Germany,correct location
128,129,08/22/1927,1927,08:30,"Sevenoaks, England",KLM Royal Dutch Airlines,Croydon - Schiphol,Fokker F-VIII,Fokker,H-NADU H-NADU,4993,11.0,9.0,2.0,1,0.0,1.0,0.0,"A broken wire led to the partial loss of the the rudder and a crash landing which resulted in the aircraft striking a tree, killing the flight engineer.","(51.272414, 0.195466)",51.272414,0.195466,United Kingdom,United Kingdom,correct location
129,130,09/03/1927,1927,,"Willington, Connecticut",Colonial Air Transport,,Fokker Universal,Fokker,NC52  	 NC52,405,1.0,0.0,1.0,1,0.0,1.0,0.0,The postal plane crashed for unknown reasons.,"(39.72266, -75.512825)",39.72266,-75.512825,United States,United States,correct location
130,131,09/17/1927,1927,,"Hadley, New Jersey",Reynolds Airways,Sightseeing,Fokker F-VII,Fokker,NC776,4840,12.0,11.0,1.0,7,6.0,1.0,0.0,The sightseeing plane took off and rose to 400 ft. when the engine failed.  The plane stalled and plunged to the ground in an apple orchard. Engine failure. The pilot was not familiar with the type of aircraft.,"(38.64874, -90.309513)",38.64874,-90.309513,United States,United States,correct location
131,132,09/17/1927,1927,04:05,Atlantic Ocean,Private,Old Orchad Beach - Rome,Fokker F7,Fokker,NX703,4899/0501,3.0,1.0,2.0,3,1.0,2.0,0.0,"While flying 1,000 km east of the Canadian coast, the crew sent a mayday message and the aircraft crashed into the ocean two minutes later. The plane was owned by William Randolph Hearst who financed this nonstop transatlantic flight.","(39.377094, -74.451563)",39.377094,-74.451563,Atlantic Ocean,United States,not correct location
132,133,09/23/1927,1927,10:00,"Schleiz, Germany",Deutsche Lufthansa,Berlin - Munich,Dornier Merkur,Dornier,D-585,075,6.0,4.0,2.0,6,4.0,2.0,0.0,From an altitude of 500 ft. the plane went out of control and crashed  due to a broken wing strut.,"(50.577409, 11.80898)",50.577409,11.80898,Germany,Germany,correct location
133,134,10/06/1927,1927,,"Thies, Mauritania",Lignes Aeriennes Latecoere,Saint Louis - Dakar,Breguet 14,Breguet,F-AGBN,229,2.0,0.0,2.0,2,0.0,2.0,0.0,The plane crashed while attempting to land at Dakar.,"(14.83417, -17.10611)",14.83417,-17.10611,Mauritania,Senegal,not correct location
134,135,10/30/1927,1927,,"New Brunswick, New Jersey",Colonial Air Transport,,Fairchild FC-2,Fairchild,,20,4.0,3.0,1.0,4,3.0,1.0,0.0,Went into a tailspin and crashed into a corn field about 10 km from the airport.,"(46.595511, -66.334856)",46.595511,-66.334856,United States,Canada,not correct location
135,136,11/08/1927,1927,,"Strasburg, France",CIDNA,Strasbourg - Paris,Farman F-121 Jabiru,Farman,F-AIBR,1,1.0,0.0,1.0,1,0.0,1.0,0.0,The mail plane crashed shortly after taking off.,"(48.570721, 7.758374)",48.570721,7.758374,France,France,correct location
136,137,11/16/1927,1927,,Gulf of Finland,Aero O-Y,Tallinn - Helsinki,Junkers F-13,Junkers,K-SALD,798,6.0,4.0,2.0,6,4.0,2.0,0.0,Crashed in the gulf of Finland and never found.,"(63.351168, 21.291629)",63.351168,21.291629,Gulf of Finland,Finland,not correct location
137,138,11/29/1927,1927,,"Corunna, Indiana",National Air Transport,,Douglas M-4,Douglas,NC62  	 NC1062,PO641,1.0,0.0,1.0,1,0.0,1.0,0.0,The postal plane crashed at night in poor weather.,"(43.361148, -8.409827)",43.361148,-8.409827,United States,Spain,not correct location
138,139,12/28/1927,1927,,"Almeria, Spain",Aeropostale,Dakar - Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,Breguet,F-AFGS,227,1.0,0.0,1.0,1,0.0,1.0,0.0,A fire erupted aboard the mail plane while en route and crashed.,"(36.844845, -2.456009)",36.844845,-2.456009,Spain,Spain,correct location
139,140,12/31/1927,1927,,"Marseille,France",Latecoere Airlines,Test flight,Lat̩co̬re 23 (flying boat),Latecoere,F-AIHP,23-1,5.0,0.0,5.0,5,0.0,5.0,0.0,"Suffered structural failure at an altitude of 1,000 ft.","(43.295314, 5.401581)",43.295314,5.401581,"Marseille,France",France,not correct location
140,141,01/08/1928,1928,,"Canajoharie, New York",Colonial Western Airlines,Minola - Albany - Buffalo,Fairchild FC-2,Fairchild,NC3780,39,3.0,1.0,2.0,3,1.0,2.0,0.0,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..,"(42.902478, -74.572865)",42.902478,-74.572865,United States,United States,correct location
141,142,01/16/1928,1928,,"Solis, Uruguay",Aeropostale,Buenos Aires - Montevideo,Latecoere 25,Latecoere,F-AIKG,633,2.0,0.0,2.0,2,0.0,2.0,0.0,The wing on the mail plane detached from the aircraft and crashed into the sea.,"(-34.6, -55.48333)",-34.6,-55.48333,Uruguay,Uruguay,correct location
142,143,01/22/1928,1928,,"L'Hospitalet, Ari̬ge",Aeropostale,Toulouse - Perpignan - Alicante - Casablanca - Dakar,Breguet 14,Breguet,  F-AHEQ,,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed after experiencing mechanical difficulties.,"(41.361337, 2.116416)",41.361337,2.116416,Ari̬ge,Spain,not correct location
143,144,01/22/1928,1928,,"Tarragona, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,Breguet,F-AHEQ,240,2.0,0.0,2.0,2,0.0,2.0,0.0,Crashed in unknown circumstances.,"(41.101515, 1.200803)",41.101515,1.200803,Spain,Spain,correct location
144,145,01/27/1928,1928,,"Almeria, Spain",Aeropostale,Casablanca - Alicante - Perpignan - Toulouse,Breguet 14,Breguet,F-AFHN,162,1.0,0.0,1.0,1,0.0,1.0,0.0,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.,"(36.844845, -2.456009)",36.844845,-2.456009,Spain,Spain,correct location
145,146,02/26/1928,1928,,"Marquette, Nebraska",Boeing Air Transport,,Boeing 40,Boeing,NC280,891,2.0,1.0,1.0,1,1.0,0.0,0.0,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.,"(46.548206, -87.394986)",46.548206,-87.394986,United States,United States,correct location
