,Unnamed: 0.1,Unnamed: 0,X,Date,Year,Time,Location,Operator,Route,AC.Type,Manufacturer,Registration,cn.ln,Aboard,Aboard.Passangers,Aboard.Crew,Fatalities,Fatalities.Passangers,Fatalities.Crew,Ground,Summary,Coordinates,Latitude,Longitude,LatitudeNoise,LongitudeNoise
251,251,252,253,06/07/1931,1931,09-10,"Near Sandoway, Burma",Air Orient,Saigon - Karachi,Fokker F-VIIB,Fokker,PH-AEO,5096,4.0,0.0,4.0,4,0.0,4.0,0.0,Crashed into a trees and fell into a river 50 km south of Sandoway after experiencing engine trouble while attempting to land at Sandoway in poor visibility and monsoon conditions.,"(26.45828, -80.059322)",26.45828,-80.059322,24.174676429722968,-75.45099907906413
258,258,259,260,08/09/1931,1931,08-09,"Cincinnati, Ohio",American Airways,Cincinnati - Atlanta,Ford 5-AT-C Tri Motor,Ford,NC9662,5AT-029,6.0,4.0,2.0,6,4.0,2.0,0.0,Crashed from a height of 500 feet on the banks of Little Miami River shortly after taking off.  Engine failure due to a broken hub on the right engine which led to the detachment of the motor from the aircraft.,"(39.147604, -84.544084)",39.147604,-84.544084,40.71041821335121,-83.22226599939857
259,259,260,261,09/14/1931,1931,20-21,"Chicago, Illinois",Chicago-Detroit Airways,,Lockheed Vega,Lockheed,NC606,056,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed in a severe rainstorm while attempting to land.,"(41.87897, -87.66063)",41.87897,-87.66063,43.10084497108851,-85.35034184027941
261,261,262,263,09/16/1931,1931,04-05,"Oakland, California",Pacific Air Transport,"Oakland, CA - Seattle, WA",Boeing 40,Boeing,NC10347,1428,4.0,3.0,1.0,4,3.0,1.0,0.0,Crashed into San Francisco Bay shortly after taking off from Oakland airport.,"(37.785199, -122.197811)",37.785199,-122.197811,36.74392715607773,-122.25252786311955
264,264,265,266,11/05/1931,1931,06-07,"Camden, New Jersey","NY, Phil., Washington AW","Newark, NJ  - Camden, NJ - Washington DC",Lockheed Orion 9,Lockheed,NC12221,178,5.0,4.0,1.0,5,4.0,1.0,0.0,Crashed  onto a golf course and burst into flames after circling the airport twice to land.,"(51.543487, -0.163523)",51.543487,-0.163523,51.2628611096554,-2.282276521706917
268,268,269,270,11/26/1931,1931,22-23,"Pasco, Washington",Varney Air Lines,"Portland,  WA - Pasco, WA",Boeing 40,Boeing,NC10338,1419,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed in fog while attempting to land.,"(-10.730998, -76.158703)",-10.730998,-76.158703,-10.076140433963154,-77.74737713051461
270,270,271,272,12/06/1931,1931,05-06,"Bangkok, Thailand",KLM Royal Dutch Airlines,Djakarta - Amsterdam -  Bangkok - Rangoon (Burma),Fokker F-VIIb-3M,Fokker,PH-AFO,5226,7.0,3.0,4.0,5,2.0,3.0,0.0,"Take off  was made with the  emergency hatch in cockpit roof open. This spoiled the lift and aircraft didn't become airborne.  At the end of the field, the aircraft crashed into a dam.","(13.881591, 100.644533)",13.881591,100.644533,12.344816377981164,105.99005061061408
274,274,275,276,01/29/1932,1932,16-17,"Lebec, California",Century Pacific Lines,"San Francisco - Bakersfield - Los Angeles, CA",Stinson SM-6000B,Stinson,NC10813,5034,8.0,7.0,1.0,8,7.0,1.0,0.0,"Crashed into a canyon, in mountains, during a blizzard. Wreckage found a week later.","(34.837486, -118.887181)",34.837486,-118.887181,34.40481924789586,-121.56403692754216
279,279,280,281,03/08/1932,1932,02-03,"Saint Louis, Illinois",Century Air Lines,Training,Stinson SM-6000B,Stinson,NC11122,5016,5.0,0.0,5.0,3,0.0,3.0,0.0,"Crashed into a skeleton of an old windmill, 500 yards from the edge of the field while practicing night landings.","('', '')",,,,
280,280,281,282,03/19/1932,1932,19-20,"Calimesa, California",American Airways,"Phoenix, AZ - Los Angeles, CA",Fokker F-10A,Fokker,NC652E,1027,7.0,5.0,2.0,7,5.0,2.0,0.0,The crew reduced altitude in foggy conditions to maintain visual contact with the ground. Crashed into an apple orchard after striking power lines. One survivor died the next day.,"('', '')",,,,
286,286,287,288,05/30/1932,1932,12-13,"Portland, Oregon",Varney Air Lines,,Boeing 40,Boeing,NC830M,1155,2.0,0.0,2.0,1,0.0,1.0,0.0,Crashed in a river after the engine exploded.,"('', '')",,,,
287,287,288,289,07/16/1932,1932,08-09,"Mount El Plomo, near Vitacura, Chile",Panagra,"Santiago, Chile - Mendosa, Argentina",Ford 5-AT-C Tri Motor,Ford,NC403H,5-AT-062,9.0,6.0,3.0,9,6.0,3.0,0.0,"The aircraft crashed in a severe snowstorm in the Andes Mountains.  The wreckage was buried by ice and snow and wasnât found until March 22, 1934.","('', '')",,,,
289,289,290,291,08/31/1932,1932,00-01,"Tubergen, Germany",A B Aerotransport,Amsterdam - Hanover - Copenagen - MalmÃ¶,Junkers G-23,Junkers,SE-AAE,836,2.0,0.0,2.0,2,0.0,2.0,0.0,The crew radioed they had problems with engine 3. The crew lowered their altitude and attempted an emergency landing. In low visibility and at night they hit a chimney and crashed.,"('', '')",,,,
290,290,291,292,09/08/1932,1932,09-10,"Salt Flats, Texas",American Airways,El Paso - Dallas,Fokker F-10,Fokker,NC9716,1009,4.0,2.0,2.0,3,1.0,2.0,0.0,The mail plane struck a mountain and burned after encountering poor weather conditions.,"('', '')",,,,
291,291,292,293,09/17/1932,1932,06-07,"Selsdon Park, England",Air Union,,Liore-et-Olivier 213,Liore et Olivier,F-AIFE,2,2.0,0.0,2.0,1,0.0,1.0,0.0,On approach to Croydon in fog and reduced visibility the plane crashed in a hotel parking lot.,"('', '')",,,,
304,304,305,306,01/20/1933,1933,02-03,"Bourne, Texas",American Airways,Big Springs - San Antonio,Stearman 4,Stearman,NC11721,4039,1.0,0.0,1.0,1,0.0,1.0,0.0,The pilot of the mail plane lost his bearings and crashed into the hillside in poor visibility.,"(52.772886, -0.336352)",52.772886,-0.336352,53.52760760964348,-2.2773048970561085
307,307,308,309,03/25/1933,1933,20-21,"Hayward, California",Varney Airlines,Burbank - San Francisco,Lockheed Orion 9,Lockheed,NC12226,184,3.0,2.0,1.0,3,2.0,1.0,11.0,"The aircraft crashed into tops of two houses and smashed into a third, bursting into flames in heavy rain.  An unusual and unforeseen condition of the weather developed its intensity in the immediate locality of the accident.  The ceiling suddenly dropped as the plane approached its destination.","(37.620384, -122.13194)",37.620384,-122.13194,34.350487506858165,-122.4365649379458
308,308,309,310,03/28/1933,1933,14-15,"Near Dixmude, Belgium",Imperial Airways,"Cologne, Germany - Croydon, England",Armstrong Whitworth Argosy II,Other,G-AACI,AW-363,15.0,12.0,3.0,15,12.0,3.0,0.0,"The airliner was crusing at about 4,000 feet when fire was observed coming out of its tail section. The pilot tried to make an emergency landing but the fuselage split in two causing the aircraft to crash and burn. Although never proven, this is thought to be the first airline disaster caused by an act of satotage. The fire was thought to have been started by a passenger, Dr. Voss,  in an attempt to commit suicide. The plane was named Cit y of Liverpool.","(51.028548, 2.868107)",51.028548,2.868107,51.38553742293546,-0.4233852863827128
310,310,311,312,04/04/1933,1933,12-13,"Off Barnegat, New Jersey",Military - U.S. Navy,,Goodyear-Zeppelin U.S.S. Akron (airship),Other,ZRS-4,,76.0,,,73,,,0.0,"While cruising at 1,600 feet off New Jersey, strong air currents droped the ship to 700 feet before leveling off.  Before it could regain a safe height, it plummeted into the Atlantic Ocean. Decision by the commander to fly into a storm despite the presence of lightning.","(39.754921, -74.221882)",39.754921,-74.221882,39.60040057942071,-73.8472543173186
311,311,312,313,04/23/1933,1933,07-08,"Near Castrovillari, Calabria, Italy",Air Orient,Corfu - Naples,Cams 53-1,Other,F-ALCE,29,8.0,5.0,3.0,5,2.0,3.0,0.0,Crashed into a mountain after encountering a mountain wave..,"(39.819304, 16.204499)",39.819304,16.204499,38.96975555242848,15.408212509002237
313,313,314,315,05/09/1933,1933,15-16,"Near Viladrau, Spain",Aeropostale - La Tecoere Company,Paris - Morroco,Latecoere 28-1,Latecoere,F-AJIX,1701,6.0,3.0,3.0,6,3.0,3.0,0.0,Crashed after being forced down to the ground by strong downdrafts.,"(41.84746, 2.39019)",41.84746,2.39019,41.46942412925256,4.365216617719888
314,314,315,316,06/04/1933,1933,03-04,"Bowling Green, Virginia",Eastern Air Transport,,Pitcairns PA-6,Other,,,1.0,0.0,1.0,1,0.0,1.0,0.0,The mail plane had engine faiure and crashed into a ravine.,"(36.984763, -86.448058)",36.984763,-86.448058,36.79479599965708,-88.90200593415878
315,315,316,317,06/11/1933,1933,17-18,"Glenview, Illinois",Palwaukee,Sightseeing,Sikorsky S-38B (flying boat),Sikorsky,NC-141M,,9.0,7.0,2.0,9,7.0,2.0,0.0,"After attempting to land in lake Michigan the pilot encounter rough water and aborted the landing. While taking off the right wing separated from the plane due to the previous rough landing,","(42.080345, -87.810528)",42.080345,-87.810528,41.650817266731885,-86.9704409848619
316,316,317,318,07/18/1933,1933,15-16,Aegean Sea,Societa Anonima Aero Expresso Italiana,Athens - Rhodes,CMASA Wal (flying boat),Other,I-AZEE,127,6.0,2.0,4.0,6,2.0,4.0,0.0,The float plane was forced to ditch in gale force winds. No trace of the plane or those onboard were ever found.,"(38.372999, 26.138912)",38.372999,26.138912,37.937754246589,25.252894558009714
317,317,318,319,08/29/1933,1933,01-02,"Quay, New Mexico",Trans Continental and Western Air,"Amarillo, TX - Albuquerque, NM",Ford 5-AT-B Tri Motor,Ford,NC9607,5-AT-005,5.0,3.0,2.0,5,3.0,2.0,0.0,Crashed into a mountain slope  during a storm while attempting to make an emergency landing.,"(35.0407, -103.539367)",35.0407,-103.539367,35.93893513736185,-100.06985453271422
319,319,320,321,10/10/1933,1933,21-22,"Chesterton, Indiana",United Air Lines,Newark - Cleveland - Chicago - Oakland,Boeing 247,Boeing,NC13304,1685,10.0,7.0,3.0,10,7.0,3.0,0.0,"While en route to Chicago, the aircraft was destroyed by an explosive device placed in the cargo hold, consisting of nitro-glycerin and attached to a timing device. Eyewitnesses on the ground reported hearing an explosion shortly after 9 p.m., and told of seeing the plane in flames at an altitude of about 1,000 feet. A second explosion followed after the plane crashed.This was the first proven case of sabotage in the history of commercial aviation.","(41.61059, -87.0642)",41.61059,-87.0642,40.7216269018766,-86.80488932541259
320,320,321,322,10/31/1933,1933,11-12,"Etobon, France",Air France,Zurich - Basel - Paris,Farman F-301,Farman,F-AJMI,04,5.0,2.0,3.0,2,1.0,1.0,0.0,,"(47.64424, 6.67618)",47.64424,6.67618,44.604738820582135,10.633061713647338
321,321,322,323,11/09/1933,1933,22-23,"Portland, Oregon",United Air Lines,"Seattle, WA - Dallas, TX",Boeing 247,Boeing,NC13345,1772,10.0,7.0,3.0,4,3.0,1.0,,Crashed in a thickly wooded area upon taking off after the pilot became lost in fog.,"(45.533467, -122.650095)",45.533467,-122.650095,46.86667614702155,-125.21401811732544
324,324,325,326,11/21/1933,1933,15-16,"Near Kharkov, Ukraine, USSR",Kalinin,Test flight,Kalinin K-7,Other,,,20.0,0.0,20.0,14,0.0,14.0,0.0,Crashed due to structural failure during a test flight.,"(49.978037, 36.230969)",49.978037,36.230969,49.588273481754754,35.17222971580405
326,326,327,328,12/11/1933,1933,16-17,"Hamburg, Germany",Deutsche Lufthansa,Berlin - Hamburg,Focke-Wulf A-17,Other,D-1403,47,10.0,8.0,2.0,6,4.0,2.0,0.0,Crashed after striking an obstacle while landing in poor visibility and snow.,"(53.576158, 10.007046)",53.576158,10.007046,55.91290257988643,11.407551582066718
328,328,329,330,12/30/1933,1933,13-14,"Near Ruysselede, Belgium",Imperial Airways,"Brussels, Belgium - Croydon, England",Avro 10,Avro,G-ABLU,528,10.0,8.0,2.0,10,8.0,2.0,0.0,Crashed  into a field in desnse fog after hitting a radio antenna tower which tore off a wing.,"('', '')",,,,
329,329,330,331,01/15/1934,1934,18-19,"Corbigny, France",Air France,Saigon - Paris,Dewoitine D-332,Dewoitine,F-AMMY,01,14.0,10.0,4.0,14,10.0,4.0,0.0,"The aircraft crashed while en route in a severe snowstorm.  Icing. The aircraft was named ""Emeraude.""","(47.255909, 3.681046)",47.255909,3.681046,47.47483034768289,2.134481002621584
331,331,332,333,02/23/1934,1934,14-15,"Near Salt Lake City, Utah",Boeing Aircraft Company,Salt Lake City - Cheyenne,Boeing 247,Boeing,NC13357,1739,8.0,5.0,3.0,8,5.0,3.0,0.0,"Crashed on top of Parley's Canyon, 20 miles from Salt Lake City shortly after taking off for Cheyenne. Pilot error. The crew failed to gain sufficient altitude to clear rapidly rising terrain.","(40.773201, -111.933984)",40.773201,-111.933984,39.102405913118346,-107.91075912857866
338,338,339,340,05/31/1934,1934,05-06,"Croydon, England",Air France,"Croydon, England - Paris, France",Liore-et-Olivier 213,Liore et Olivier,F-AIVG,,2.0,0.0,2.0,2,0.0,2.0,0.0,The cargo plane struck an aerial mast and crashed into houses while attempting to take off.,"(51.373327, -0.092786)",51.373327,-0.092786,51.21226216946091,-1.7254652874323286
339,339,340,341,06/09/1934,1934,17-18,"Mongaup Mountain, New York",American Airways,New York - Chicago,Curtiss Condor T-32,Curtiss,NC12354,22,7.0,4.0,3.0,7,4.0,3.0,0.0,"Crashed into Last Chance Hill in the Catskill Mountains at an altitude of 2,000 feet in fog and thunderstorms while en route. Pilot deviated from the prescribed course and flew over hazardous terrain.","(41.42481, -74.76211)",41.42481,-74.76211,40.40211626588151,-73.6822301528019
340,340,341,342,06/11/1934,1934,11-12,"Junin, Argentina",Panagra,Buenos Aires - Santiago,Ford 5-AT-C Tri-Motor,Ford,NC8417,5-AT-055,10.0,7.0,3.0,6,3.0,3.0,0.0,"Crashed into Mar Chiquita Lagoon during a heavy rainstorm. The aircraft was named ""San Pedro.""","(-11.15895, -75.99304)",-11.15895,-75.99304,-10.436765733531244,-77.21538332190102
342,342,343,344,06/23/1934,1934,06-07,"Burbank, California",Aerevias Centrales Air Service,Mexico - Burbank,Lockheed Orion,Lockheed,XA-BEJ,,1.0,0.0,1.0,1,0.0,1.0,0.0,Crashed while en route to pick up passengers. The plane crashed near a fire station in heavy fog and burst into flames killing the pilot.,"(34.185797, -118.322584)",34.185797,-118.322584,34.96210963121773,-119.5267287316438
344,344,345,346,07/27/1934,1934,09-10,"Near Tuttlingen, Germany",Swissair,Zurich - Stuttgart - Leipzig - Berlin,Curtiss AT-32C Condor,Curtiss,CH-170,53,12.0,9.0,3.0,12,9.0,3.0,0.0,"The aircraft crashed during a violent storm near the Swiss - Germany border. The plane fell from a height of 3,000 feet, bursting into flames. Failure of the right wing caused by fractures in the structure which occurred because of  oscillations in the wing.","(47.984131, 8.817883)",47.984131,8.817883,46.42449178208053,8.36236175113065
346,346,347,349,08/31/1934,1934,22-23,"Amazonia, Missouri",Rapid Air Transport,Kansas City - Saint Joseph - Omaha,Stinson  SM-6000B,Stinson,NC11118,5004,5.0,4.0,1.0,5,4.0,1.0,0.0,The plane crashed about 11 miles from St. Joseph in heavy fog. Pilot error in taking off in dangerous weather conditions and turning too close the the ground in a fog-bound area. Inaccurate weather conditions reported to the pilot.,"(19.29056, -90.73361)",19.29056,-90.73361,19.64089351015632,-94.36954138667288
347,347,348,350,10/02/1934,1934,10-11,English Channel,Hillman's Airways,Croydon - Paris,de havilland 89 Dragon Rapide,deHavilland,G-ACPM,,7.0,6.0,1.0,7,6.0,1.0,0.0,"While overflying The Channel, the pilot encountered poor weather conditions with light rain and fog. He decided to return but due to low visibility and while cruising VFR, he was unable to distinguish the water surface and eventually lost control of the aircraft that crashed into the sea some five km off Folkestone. The pilot""s lack of skill and knowledge in matters of navigation .","(26.206054, 84.158442)",26.206054,84.158442,26.782737421151182,82.890428503966
352,352,353,355,11/15/1934,1934,23-00,"Amazonia, Montana",Rapid Air Transport,Omaha - Kansas City,Stinson SM-6000-B,Stinson,NC10809,5031,2.0,0.0,2.0,2,0.0,2.0,0.0,"While flying at night in marginal weather conditions, the pilot flew too close to the ground  hit trees and crashed in flames in a wooded area.  The pilot committed an error in judgment in turning too close to the ground in a fog bound area.","(19.29056, -90.73361)",19.29056,-90.73361,20.66962220735573,-90.40629866396615
354,354,355,357,12/08/1934,1934,05-06,"Columbia, Missouri",Braniff Airlines,"Kansas City, MO - Chicago, IL",Lockheed Vega 5C,Lockheed,NC106W,123,1.0,0.0,1.0,1,0.0,1.0,0.0,The mail plane crashed to the ground from a low altitude. Icing.,"(3.420391, -73.166767)",3.420391,-73.166767,3.344591593842224,-72.38735188731647
355,355,356,358,12/10/1934,1934,07-08,"Palma Soriano, Cuba",Cubana de Aviacion,Havana - Santiago de Cuba,Ford 4-AT-E Tri-motor,Ford,NM-7,4-AT-63,8.0,5.0,3.0,4,2.0,2.0,0.0,Crashed into a mountain in poor weater condtions and low visiblity while en route.,"(20.21722, -75.99889)",20.21722,-75.99889,20.378713194260342,-76.10530122742304
